INT1	INT2	Co-expression	Genetic interactions	Protein-protein interactions (high-throughput)	Domain co-occurrence	Genomic context	Phylogenetic similarity	Predicted from 3D structure	Conditional genetic interactions	Co-citation	Protein-protein interactions (low-throughput)	Co-expression	Genetic interactions	Protein-protein interactions (high-throughput)	Domain co-occurrence	Genomic context	Phylogenetic similarity	Predicted from 3D structure	Conditional genetic interactions	Co-citation	Protein-protein interactions (low-throughput)
SGV1	CYS4	0.000	0.000	0.000	0.000	0.184	0.000	0.000	0.000	0.000	0.000	0	0	0	0	24165882	0	0	0	0	0
SGV1	KIP3	0.000	0.798	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	17314980	0	0	0	0	0	0	0	0
SGV1	PRK1	0.000	0.000	0.696	0.216	0.037	0.223	0.000	0.000	0.000	0.441	0	0	16554755	24165882	24165882	24165882	0	0	0	24165882
SGV1	ARK1	0.000	0.622	0.000	0.216	0.000	0.200	0.000	0.000	0.000	0.000	0	19269370	0	24165882	0	24165882	0	0	0	0
SGV1	PKC1	0.000	0.000	0.000	0.413	0.767	0.522	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
SGV1	BCK1	0.000	0.000	0.000	0.894	0.399	0.469	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
SGV1	RIM15	0.000	0.000	0.000	0.000	0.328	0.308	0.000	0.000	0.000	0.000	0	0	0	0	24165882	24165882	0	0	0	0
SGV1	SLT2	0.000	0.000	0.000	0.718	0.311	0.567	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
SGV1	KSS1	0.000	0.000	0.000	0.718	0.448	0.737	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
SGV1	HOG1	0.000	0.000	0.000	0.452	0.508	0.723	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
SGV1	SMK1	0.000	0.000	0.000	0.894	0.684	0.811	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
SGV1	STE7	0.000	0.000	0.000	0.894	0.375	0.385	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
SGV1	STE11	0.000	0.000	0.000	0.492	0.597	0.340	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
SGV1	SSK2	0.000	0.000	0.000	0.627	0.550	0.538	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
SGV1	RCK2	0.000	0.000	0.000	0.894	0.333	0.103	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
SGV1	SCH9	0.000	0.000	0.000	0.645	0.399	0.417	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
SGV1	UBP3	0.000	0.304	0.702	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	19269370	16554755	0	0	0	0	0	0	0
SGV1	PKH1	0.000	0.000	0.000	0.894	0.191	0.567	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
SGV1	PKH2	0.000	0.000	0.000	0.894	0.000	0.575	0.695	0.000	0.000	0.000	0	0	0	24165882	0	24165882	12499311	0	0	0
SGV1	NBP2	0.000	0.542	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	19269370	0	0	0	0	0	0	0	0
SGV1	SPS1	0.000	0.000	0.000	0.735	0.495	0.426	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
SGV1	IME2	0.000	0.000	0.000	0.666	0.127	0.142	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
SGV1	MEK1	0.000	0.000	0.000	0.796	0.441	0.478	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
SGV1	DBF2	0.000	0.000	0.000	0.760	0.186	0.296	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
SGV1	ELM1	0.000	0.000	0.000	0.216	0.094	0.162	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
SGV1	KCC4	0.000	0.000	0.000	0.894	0.350	0.487	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
SGV1	TPK1	0.000	0.000	0.000	0.816	0.767	0.374	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
SGV1	IPL1	0.000	0.000	0.000	0.894	0.833	0.434	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
SGV1	DBF20	0.000	0.000	0.000	0.760	0.186	0.343	0.705	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	12499311	0	0	0
SGV1	SKY1	0.000	0.000	0.000	0.554	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	24165882	0	0	0	0	0	0
SGV1	IRE1	0.000	0.000	0.000	0.000	0.162	0.073	0.000	0.000	0.000	0.000	0	0	0	0	24165882	24165882	0	0	0	0
SGV1	CPR3	0.000	0.000	0.000	0.000	0.102	0.000	0.000	0.000	0.000	0.000	0	0	0	0	24165882	0	0	0	0	0
SGV1	SEC16	0.133	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	23001663	0	0	0	0	0	0	0	0	0
SGV1	MKK1	0.000	0.000	0.000	0.894	0.239	0.409	0.500	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	12499311	0	0	0
SGV1	MKK2	0.000	0.000	0.000	0.894	0.767	0.455	0.576	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	12499311	0	0	0
SGV1	SKS1	0.000	0.000	0.000	0.554	0.000	0.226	0.000	0.000	0.000	0.000	0	0	0	24165882	0	24165882	0	0	0	0
SGV1	STM1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.196	0	0	0	0	0	0	0	0	0	24165882
SGV1	RVS161	0.000	0.000	0.506	0.000	0.000	0.000	0.000	0.000	0.000	0.278	0	0	16554755	0	0	0	0	0	0	24165882
SGV1	YPK1	0.000	0.000	0.000	0.760	0.239	0.257	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
SGV1	FPK1	0.000	0.000	0.000	0.000	0.767	0.421	0.083	0.000	0.000	0.000	0	0	0	0	24165882	24165882	12499311	0	0	0
SGV1	KIC1	0.000	0.000	0.000	0.894	0.000	0.557	0.000	0.000	0.000	0.000	0	0	0	24165882	0	24165882	0	0	0	0
SGV1	YCK1	0.000	0.000	0.000	0.554	0.396	0.151	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
SGV1	YCK2	0.000	0.000	0.000	0.554	0.767	0.154	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
SGV1	YPK2	0.000	0.000	0.000	0.760	0.399	0.423	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
SGV1	CBK1	0.000	0.000	0.000	0.760	0.767	0.485	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
SGV1	SKM1	0.000	0.000	0.000	0.000	0.393	0.603	0.000	0.000	0.000	0.000	0	0	0	0	24165882	24165882	0	0	0	0
SGV1	GIN4	0.000	0.000	0.663	0.894	0.350	0.521	0.000	0.000	0.000	0.000	0	0	16554755	24165882	24165882	24165882	0	0	0	0
SGV1	SNF1	0.000	0.000	0.000	0.478	0.251	0.753	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
SGV1	PSK1	0.000	0.000	0.000	0.036	0.037	0.379	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
SGV1	PSK2	0.000	0.000	0.000	0.000	0.000	0.283	0.000	0.000	0.000	0.000	0	0	0	0	0	24165882	0	0	0	0
SGV1	CMK1	0.000	0.000	0.000	0.894	0.767	0.336	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
SGV1	CMK2	0.000	0.000	0.000	0.894	0.661	0.358	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
SGV1	RTS1	0.000	0.847	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	17314980	0	0	0	0	0	0	0	0
SGV1	TPK2	0.000	0.000	0.000	0.816	0.375	0.295	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
SGV1	SAK1	0.000	0.000	0.000	0.894	0.205	0.551	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
SGV1	TOS3	0.000	0.000	0.000	0.894	0.420	0.477	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
SGV1	AKL1	0.000	0.000	0.000	0.216	0.153	0.153	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
SGV1	YCK3	0.000	0.000	0.000	0.216	0.885	0.010	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
SGV1	KSP1	0.000	0.000	0.000	0.216	0.375	0.394	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
SGV1	NNK1	0.000	0.000	0.000	0.000	0.000	0.007	0.000	0.000	0.000	0.000	0	0	0	0	0	24165882	0	0	0	0
SGV1	MPS1	0.000	0.000	0.000	0.894	0.538	0.344	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
SGV1	KIN1	0.000	0.000	0.000	0.627	0.127	0.399	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
SGV1	FMP48	0.000	0.000	0.000	0.216	0.000	0.312	0.000	0.000	0.000	0.000	0	0	0	24165882	0	24165882	0	0	0	0
SGV1	YAK1	0.000	0.000	0.000	0.894	0.127	0.264	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
SGV1	KNS1	0.000	0.000	0.000	0.894	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	24165882	0	0	0	0	0	0
SGV1	KIN2	0.000	0.000	0.000	0.627	0.000	0.369	0.000	0.000	0.431	0.000	0	0	0	24165882	0	24165882	0	0	24165882	0
SGV1	RIM11	0.000	0.000	0.000	0.894	0.000	0.403	0.000	0.000	0.000	0.000	0	0	0	24165882	0	24165882	0	0	0	0
SGV1	TDA1	0.000	0.000	0.000	0.894	0.000	0.150	0.000	0.000	0.000	0.000	0	0	0	24165882	0	24165882	0	0	0	0
SGV1	NPR1	0.000	0.000	0.000	0.554	0.000	0.362	0.000	0.000	0.000	0.000	0	0	0	24165882	0	24165882	0	0	0	0
SGV1	KIN4	0.000	0.000	0.000	0.894	0.037	0.590	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
SGV1	HRK1	0.000	0.000	0.000	0.554	0.000	0.280	0.000	0.000	0.000	0.000	0	0	0	24165882	0	24165882	0	0	0	0
SGV1	FRK1	0.000	0.000	0.000	0.894	0.037	0.360	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
SGV1	ENV7	0.000	0.000	0.000	0.334	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	24165882	0	0	0	0	0	0
SGV1	TEF1	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	16429126	0	0	0	0	0	0	0
SGV1	FAB1	0.000	0.567	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	17314980	0	0	0	0	0	0	0	0
SGV1	HFD1	0.000	0.000	0.000	0.000	0.178	0.000	0.000	0.000	0.000	0.000	0	0	0	0	24165882	0	0	0	0	0
SGV1	DOA1	0.000	0.523	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	17314980	0	0	0	0	0	0	0	0
SGV1	GET2	0.000	0.620	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	19269370	0	0	0	0	0	0	0	0
SGV1	GET1	0.000	0.420	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	19269370	0	0	0	0	0	0	0	0
SGV1	BRE5	0.000	0.000	0.696	0.000	0.000	0.000	0.000	0.000	0.000	0.080	0	0	16554755	0	0	0	0	0	0	24165882
SGV1	RHO1	0.000	0.000	0.804	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	16554755	0	0	0	0	0	0	0
PCL6	PCL5	0.000	0.000	0.000	0.973	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	24165882	0	0	0	0	0	0
PCL6	CLG1	0.000	0.242	0.000	0.975	0.000	0.000	0.000	0.000	0.000	0.000	0	19269370	0	24165882	0	0	0	0	0	0
PCL6	SIC1	0.000	0.000	0.916	0.000	0.000	0.000	0.000	0.000	0.000	0.799	0	0	20489023	0	0	0	0	0	0	24165882
PCL6	PHO80	0.000	0.000	0.732	0.975	0.000	0.729	0.000	0.000	0.617	0.000	0	0	16554755	24165882	0	24165882	0	0	24165882	0
PCL6	PTK2	0.000	0.603	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	19269370	0	0	0	0	0	0	0	0
PCL6	GIS1	0.000	0.752	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	19269370	0	0	0	0	0	0	0	0
PCL6	PRK1	0.000	0.609	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	19269370	0	0	0	0	0	0	0	0
PCL6	BCK1	0.000	0.594	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	19269370	0	0	0	0	0	0	0	0
PCL6	SLT2	0.000	0.642	0.000	0.000	0.000	0.000	0.748	0.000	0.000	0.000	0	19269370	0	0	0	0	12499311	0	0	0
PCL6	HOG1	0.000	0.000	0.000	0.000	0.000	0.000	0.783	0.000	0.000	0.000	0	0	0	0	0	0	12499311	0	0	0
PCL6	SMK1	0.000	0.000	0.000	0.000	0.000	0.000	0.678	0.000	0.000	0.000	0	0	0	0	0	0	12499311	0	0	0
PCL6	STE7	0.000	0.000	0.000	0.000	0.000	0.000	0.834	0.000	0.000	0.000	0	0	0	0	0	0	12499311	0	0	0
PCL6	STE50	0.000	0.770	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	19269370	0	0	0	0	0	0	0	0
PCL6	SHO1	0.000	0.517	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	19269370	0	0	0	0	0	0	0	0
PCL6	UBP3	0.000	0.566	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	19269370	0	0	0	0	0	0	0	0
PCL6	IRS4	0.000	0.299	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	19269370	0	0	0	0	0	0	0	0
PCL6	SAF1	0.769	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22745270	0	0	0	0	0	0	0	0	0
PCL6	SPS1	0.000	0.837	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	19269370	0	0	0	0	0	0	0	0
PCL6	IME2	0.000	0.454	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	19269370	0	0	0	0	0	0	0	0
PCL6	MEK1	0.000	0.305	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	19269370	0	0	0	0	0	0	0	0
PCL6	DBF2	0.328	0.852	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	17166056	19269370	0	0	0	0	0	0	0	0
PCL6	COG6	0.000	0.344	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	19269370	0	0	0	0	0	0	0	0
PCL6	SKY1	0.000	0.541	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	19269370	0	0	0	0	0	0	0	0
PCL6	IRE1	0.000	0.726	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	19269370	0	0	0	0	0	0	0	0
PCL6	VPS34	0.000	0.923	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	19269370	0	0	0	0	0	0	0	0
PCL6	TAX4	0.000	0.240	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	19269370	0	0	0	0	0	0	0	0
PCL6	MKK1	0.000	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.000	0.000	0	0	0	0	0	0	12499311	0	0	0
PCL6	MKK2	0.000	0.412	0.000	0.000	0.000	0.000	0.482	0.000	0.000	0.000	0	19269370	0	0	0	0	12499311	0	0	0
PCL6	SNF8	0.000	0.923	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20093466	0	0	0	0	0	0	0	0
PCL6	PHO4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.568	0.000	0	0	0	0	0	0	0	0	24165882	0
PCL6	SKS1	0.000	0.389	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	19269370	0	0	0	0	0	0	0	0
PCL6	YCK1	0.000	0.300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	19269370	0	0	0	0	0	0	0	0
PCL6	CMK1	0.169	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	23826764	0	0	0	0	0	0	0	0	0
PCL6	RTS1	0.000	0.352	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	19269370	0	0	0	0	0	0	0	0
PCL6	SAK1	0.000	0.698	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	19269370	0	0	0	0	0	0	0	0
PCL6	NNK1	0.000	0.000	0.000	0.000	0.000	0.000	0.922	0.000	0.000	0.000	0	0	0	0	0	0	12499311	0	0	0
PCL6	KIN1	0.000	0.000	0.000	0.000	0.000	0.000	0.338	0.000	0.000	0.000	0	0	0	0	0	0	12499311	0	0	0
PCL6	RIM11	0.000	0.300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20093466	0	0	0	0	0	0	0	0
PCL6	HRK1	0.000	0.819	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20093466	0	0	0	0	0	0	0	0
PCL6	YKL100C	0.000	0.445	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20093466	0	0	0	0	0	0	0	0
PCL6	LSB6	0.000	0.662	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	19269370	0	0	0	0	0	0	0	0
PCL6	VMA2	0.000	0.000	0.070	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	16429126	0	0	0	0	0	0	0
PCL6	MCA1	0.000	0.000	0.000	0.000	0.000	0.092	0.000	0.000	0.000	0.000	0	0	0	0	0	24165882	0	0	0	0
PCL6	ARL1	0.000	0.642	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	19269370	0	0	0	0	0	0	0	0
PCL6	GET2	0.000	0.633	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	19269370	0	0	0	0	0	0	0	0
PCL6	GET1	0.000	0.000	0.595	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	22940862	0	0	0	0	0	0	0
PCL6	VMA11	0.000	0.000	0.407	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	22940862	0	0	0	0	0	0	0
PCL5	CLG1	0.843	0.000	0.000	0.973	0.000	0.000	0.000	0.000	0.755	0.000	GSE25582	0	0	24165882	0	0	0	0	24165882	0
PCL5	SIC1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.538	0.000	0	0	0	0	0	0	0	0	24165882	0
PCL5	PHO80	0.000	0.000	0.000	0.973	0.000	0.000	0.000	0.000	0.825	0.000	0	0	0	24165882	0	0	0	0	24165882	0
PCL5	GCN4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.909	0.000	0	0	0	0	0	0	0	0	24165882	0
PCL5	RTC2	0.745	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20233714	0	0	0	0	0	0	0	0	0
PCL5	ATG22	0.569	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	18463633	0	0	0	0	0	0	0	0	0
PCL5	PKC1	0.000	0.000	0.000	0.000	0.000	0.000	0.160	0.000	0.000	0.000	0	0	0	0	0	0	12499311	0	0	0
PCL5	RIM15	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.644	0.000	0	0	0	0	0	0	0	0	24165882	0
PCL5	SLT2	0.094	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	18463633	0	0	0	0	0	0	0	0	0
PCL5	KSS1	0.000	0.000	0.000	0.000	0.000	0.000	0.468	0.000	0.000	0.000	0	0	0	0	0	0	12499311	0	0	0
PCL5	SMK1	0.304	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	24073228	0	0	0	0	0	0	0	0	0
PCL5	STE7	0.000	0.000	0.000	0.000	0.000	0.000	0.160	0.000	0.000	0.000	0	0	0	0	0	0	12499311	0	0	0
PCL5	UBI4	0.474	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.311	18463633	0	0	0	0	0	0	0	0	24165882
PCL5	KCC4	0.081	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	17043222	0	0	0	0	0	0	0	0	0
PCL5	DBF20	0.085	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20233714	0	0	0	0	0	0	0	0	0
PCL5	AIF1	0.774	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	24073228	0	0	0	0	0	0	0	0	0
PCL5	SKY1	0.000	0.515	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	17314980	0	0	0	0	0	0	0	0
PCL5	ATG34	0.391	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	19158363	0	0	0	0	0	0	0	0	0
PCL5	MID2	0.198	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	23435897	0	0	0	0	0	0	0	0	0
PCL5	VHR1	0.747	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GSE25582	0	0	0	0	0	0	0	0	0
PCL5	PHO4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.493	0.000	0	0	0	0	0	0	0	0	24165882	0
PCL5	YPK1	0.579	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	18463633	0	0	0	0	0	0	0	0	0
PCL5	HSP104	0.376	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	18463633	0	0	0	0	0	0	0	0	0
PCL5	UGA2	0.138	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Stanford Microarray Database Osmotic	0	0	0	0	0	0	0	0	0
PCL5	MCR1	0.155	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	18463633	0	0	0	0	0	0	0	0	0
PCL5	TIM18	0.000	0.642	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	17314980	0	0	0	0	0	0	0	0
PCL5	DRE2	0.790	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	24073228	0	0	0	0	0	0	0	0	0
PCL5	CMK1	0.000	0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	19269370	0	0	0	0	0	0	0	0
PCL5	TOS3	0.306	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	18463633	0	0	0	0	0	0	0	0	0
PCL5	KIN1	0.000	0.000	0.000	0.000	0.000	0.000	0.493	0.000	0.000	0.000	0	0	0	0	0	0	12499311	0	0	0
PCL5	SNO1	0.519	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20233714	0	0	0	0	0	0	0	0	0
PCL5	VPS73	0.154	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	18463633	0	0	0	0	0	0	0	0	0
CLG1	SIC1	0.000	0.397	0.000	0.000	0.000	0.000	0.000	0.000	0.614	0.000	0	19269370	0	0	0	0	0	0	24165882	0
CLG1	PHO80	0.000	0.000	0.000	0.975	0.000	0.000	0.000	0.000	0.617	0.000	0	0	0	24165882	0	0	0	0	24165882	0
CLG1	PTK2	0.000	0.388	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	19269370	0	0	0	0	0	0	0	0
CLG1	GCN4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.449	0.000	0	0	0	0	0	0	0	0	24165882	0
CLG1	OPI1	0.000	0.297	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	19269370	0	0	0	0	0	0	0	0
CLG1	RIM15	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.685	0.000	0	0	0	0	0	0	0	0	24165882	0
CLG1	STE7	0.000	0.000	0.000	0.000	0.000	0.000	0.891	0.000	0.000	0.000	0	0	0	0	0	0	12499311	0	0	0
CLG1	SCH9	0.000	0.749	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	19269370	0	0	0	0	0	0	0	0
CLG1	UBP3	0.000	0.384	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	19269370	0	0	0	0	0	0	0	0
CLG1	NBP2	0.000	0.348	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	19269370	0	0	0	0	0	0	0	0
CLG1	UTH1	0.929	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Stanford Microarray Database Osmotic	0	0	0	0	0	0	0	0	0
CLG1	KCC4	0.000	0.000	0.000	0.000	0.000	0.000	0.272	0.000	0.000	0.000	0	0	0	0	0	0	12499311	0	0	0
CLG1	COG6	0.000	0.559	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	19269370	0	0	0	0	0	0	0	0
CLG1	COG5	0.000	0.384	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	19269370	0	0	0	0	0	0	0	0
CLG1	SKY1	0.000	0.816	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	19269370	0	0	0	0	0	0	0	0
CLG1	YPT32	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.733	0.000	0	0	0	0	0	0	0	0	24165882	0
CLG1	RTG3	0.000	0.272	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	19269370	0	0	0	0	0	0	0	0
CLG1	VHR1	0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GSE25582	0	0	0	0	0	0	0	0	0
CLG1	PHO4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.568	0.000	0	0	0	0	0	0	0	0	24165882	0
CLG1	BEM1	0.268	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	23826764	0	0	0	0	0	0	0	0	0
CLG1	CBK1	0.220	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20971184	0	0	0	0	0	0	0	0	0
CLG1	SNF1	0.000	0.414	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	19269370	0	0	0	0	0	0	0	0
CLG1	SIP2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.672	0.000	0	0	0	0	0	0	0	0	24165882	0
CLG1	YCK3	0.000	0.611	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	19269370	0	0	0	0	0	0	0	0
CLG1	KSP1	0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GSE25582	0	0	0	0	0	0	0	0	0
CLG1	KIN1	0.000	0.000	0.000	0.000	0.000	0.000	0.777	0.000	0.000	0.000	0	0	0	0	0	0	12499311	0	0	0
CLG1	TDH3	0.679	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Stanford Microarray Database Osmotic	0	0	0	0	0	0	0	0	0
